iter	RMSE
353	4.258993315
354	4.255543803
355	4.252251211
356	4.248676319
357	4.247486778
358	4.244311358
359	4.242931017
360	4.242639608
361	4.238596298
362	4.236766079
363	4.23089951
364	4.228312378
365	4.223788899
366	4.221189413
367	4.218151692
368	4.217864927
369	4.21759675
370	4.21358901
371	4.208411777
372	4.205601546
373	4.201895756
374	4.200722544
375	4.198669463
376	4.1926941
377	4.188441625
378	4.187964924
379	4.183645603
380	4.17977008
381	4.177493362
382	4.17335839
383	4.168572858
384	4.164815194
385	4.164346174
386	4.163320703
387	4.159958403
388	4.155300851
389	4.152172925
390	4.149497422
391	4.146971719
392	4.144642217
393	4.143239707
394	4.142851222
395	4.139491111
396	4.138828672
397	4.135014565
398	4.131674732
399	4.129861689
400	4.127228248
401	4.124218813
402	4.121617919
403	4.118183942
404	4.116406666
405	4.115895905
406	4.11432796
407	4.113261879
408	4.110148981
409	4.106830656
410	4.103642155
411	4.099849103
412	4.099462389
413	4.099003561
414	4.097972565
415	4.095864885
416	4.09175523
417	4.091453938
418	4.088061511
419	4.087878826
420	4.087519807
421	4.083682185
422	4.080298381
423	4.077731671
424	4.074739285
425	4.070973426
426	4.06895588
427	4.066739634
428	4.06470349
429	4.063373828
430	4.061295588
431	4.055278919
432	4.054055942
433	4.053889732
434	4.051612263
435	4.051336777
436	4.049158428
437	4.045043099
438	4.041168472
439	4.04072411
440	4.038526819
441	4.034330538
442	4.030985558
443	4.028923103
444	4.025902053
445	4.023029557
446	4.021786777
447	4.019338381
448	4.018820355
449	4.017525827
450	4.015272826
451	4.01232936
452	4.010921155
453	4.007250916
454	4.004290325
455	4.001171555
456	4.000791521
457	3.998806902
458	3.994652097
459	3.991487987
460	3.989082329
461	3.98746344
462	3.983611019
463	3.980253299
464	3.975829777
465	3.973657619
466	3.973580497
467	3.97142035
468	3.968764344
469	3.963624342
470	3.961955594
471	3.959868702
472	3.954744006
473	3.951975267
474	3.949472082
475	3.947183625
476	3.942724685
477	3.940642354
478	3.93901476
479	3.933847854
480	3.932921631
481	3.929950412
482	3.92947513
483	3.927639113
484	3.924271204
485	3.924136216
486	3.923519472
487	3.922035708
488	3.92024264
489	3.919348452
490	3.91597344
491	3.91179167
492	3.911445036
493	3.907368311
494	3.905124304
495	3.903923022
496	3.90202716
497	3.90072106
498	3.897756906
499	3.895251706
500	3.893626334
501	3.892930615
502	3.891863503
503	3.888896568
504	3.886074668
505	3.882252226
506	3.880794425
507	3.880255728
508	3.879340015
509	3.87651153
510	3.873186777
511	3.871714508
512	3.868213904
513	3.868078951
514	3.862296218
515	3.856840813
516	3.856581199
517	3.853667439
518	3.852566032
519	3.852141105
520	3.848122983
521	3.84622254
522	3.843398061
523	3.843274766
524	3.840720885
525	3.837638201
526	3.835839862
527	3.834150583
528	3.832442342
529	3.829785369
530	3.828423957
531	3.826799474
532	3.821209733
533	3.819813707
534	3.817740039
535	3.812382975
536	3.810760107
537	3.809249133
538	3.805399743
539	3.80395834
540	3.800500794
541	3.800163273
542	3.797398091
543	3.796355617
544	3.79322009
545	3.791775971
546	3.789575088
547	3.78585479
548	3.784566181
549	3.782252763
550	3.780956769
551	3.780811272
552	3.779273673
553	3.778300871
554	3.774623589
555	3.774427402
556	3.772560094
557	3.771412149
558	3.768334856
559	3.767601482
560	3.763598907
561	3.763486702
562	3.763105293
563	3.759524615
564	3.756048149
565	3.754846764
566	3.752571398
567	3.75012864
568	3.749199493
569	3.746842885
570	3.746592004
571	3.743066185
572	3.742967767
573	3.741723252
574	3.73888389
575	3.737095542
576	3.735465927
577	3.734232763
578	3.731544841
579	3.72996152
580	3.72615426
581	3.724389823
582	3.720512143
583	3.719301083
584	3.717806152
585	3.714022278
586	3.712558944
587	3.711711264
588	3.70892325
589	3.708466102
590	3.707355752
591	3.705373846
592	3.703594406
593	3.702430005
594	3.698943386
595	3.698684429
596	3.697468341
597	3.695603599
598	3.693491126
599	3.68981989
600	3.689671927
601	3.689529398
602	3.68851075
603	3.686410115
604	3.686100891
605	3.683700025
606	3.682611252
607	3.680081409
608	3.6779186
609	3.677198515
610	3.675436558
611	3.67392864
612	3.673116035
613	3.670328291
614	3.668202665
615	3.667505228
616	3.666613692
617	3.661856417
618	3.660605908
619	3.658470942
620	3.653597122
621	3.65213796
622	3.650885611
623	3.649835764
624	3.648227832
625	3.64601776
626	3.644757906
627	3.64457519
628	3.643415952
629	3.64261258
630	3.639474698
631	3.63904841
632	3.635960065
633	3.635331145
634	3.631898007
635	3.630233424
636	3.626657303
637	3.623433339
638	3.62100688
639	3.619328528
640	3.618323684
641	3.613692042
642	3.612589488
643	3.609097285
644	3.608282013
645	3.606117499
646	3.60414564
647	3.601131264
648	3.596910613
649	3.593996885
650	3.591972434
651	3.590850299
652	3.589067229
653	3.586535376
654	3.586367803
655	3.584830728
656	3.583159744
657	3.581578048
658	3.58119284
659	3.579212997
660	3.575618909
661	3.57469941
662	3.57300527
663	3.570797753
664	3.570597359
665	3.570096581
666	3.566407019
667	3.564610186
668	3.561991798
669	3.560346706
670	3.560125179
671	3.559738908
672	3.557897177
673	3.555337751
674	3.551817282
675	3.549741947
676	3.549315691
677	3.549238623
678	3.545686742
679	3.545516315
680	3.545353843
681	3.542187643
682	3.538643294
683	3.536026224
684	3.53462804
685	3.530896015
686	3.529300805
687	3.527526818
688	3.526454112
689	3.523110307
690	3.521866578
691	3.520861554
692	3.520344977
693	3.51876083
694	3.518398526
695	3.517094897
696	3.516358886
697	3.514022888
698	3.512961431
699	3.511305909
700	3.509498072
701	3.509165465
702	3.507152491
703	3.507009845
704	3.506329177
705	3.504857443
706	3.502329843
707	3.499956484
708	3.498965713
709	3.496544813
710	3.495253961
711	3.492850285
712	3.491829926
713	3.491044224
714	3.490585177
715	3.488568551
716	3.487964715
717	3.487453618
718	3.485781384
719	3.482907669
720	3.479717425
721	3.475395033
722	3.474158189
723	3.471033745
724	3.469934752
725	3.469727961
726	3.469622457
727	3.46868451
728	3.467018417
729	3.466124009
730	3.464379389
731	3.460761806
732	3.458390062
733	3.458187503
734	3.45775311
735	3.456357703
736	3.455282908
737	3.453917121
738	3.451593733
739	3.448454708
740	3.445008932
741	3.443180909
742	3.442535413
743	3.441319202
744	3.440410327
745	3.439660117
746	3.436220476
747	3.433652011
748	3.432267671
749	3.430009566
750	3.429503318
751	3.429329956
752	3.427117821
753	3.42543561
754	3.422971317
755	3.422907308
756	3.421498942
757	3.418245872
758	3.415268429
759	3.414381867
760	3.413100103
761	3.412905138
762	3.411350141
763	3.410363493
764	3.409366312
765	3.409327782
766	3.405975059
767	3.404710267
768	3.402383544
769	3.40070192
770	3.39826334
771	3.394613618
772	3.392712576
773	3.391169684
774	3.389298584
775	3.386341166
776	3.383783858
777	3.383728484
778	3.383026631
779	3.382182348
780	3.377732954
781	3.376630928
782	3.376344697
783	3.373409331
784	3.372941154
785	3.371741862
786	3.366815434
787	3.363895584
788	3.361700985
789	3.359198612
790	3.354971191
791	3.353161394
792	3.350987353
793	3.349543439
794	3.348454736
795	3.347431932
796	3.345152094
797	3.344153295
798	3.343076599
799	3.341784204
800	3.340718687
801	3.338246379
802	3.338136697
803	3.337874837
804	3.335359503
805	3.332740331
806	3.331526353
807	3.330059713
808	3.329213648
809	3.328846787
810	3.327985522
811	3.32646722
812	3.324556132
813	3.322154021
814	3.320550239
815	3.319472245
816	3.316431067
817	3.31307128
818	3.312238361
819	3.311801772
820	3.31130151
821	3.31088622
822	3.309977098
823	3.307560326
824	3.305967878
825	3.304926841
826	3.302803417
827	3.30195913
828	3.301704024
829	3.300266376
830	3.299490928
831	3.297043644
832	3.2952838
833	3.293481824
834	3.290956663
835	3.289235451
836	3.287916015
837	3.28688685
838	3.286012571
839	3.283899012
840	3.281170316
841	3.281074726
842	3.280977836
843	3.279904631
844	3.278799904
845	3.276321824
846	3.275026819
847	3.274778186
848	3.273761728
849	3.272195885
850	3.270455162
851	3.267483643
852	3.267279759
853	3.264680588
854	3.262177216
855	3.261463797
856	3.26130836
857	3.261117264
858	3.257944425
859	3.256394235
860	3.254236895
861	3.252502273
862	3.250374847
863	3.248038628
864	3.246738321
865	3.244464969
866	3.244085716
867	3.243339127
868	3.242274165
869	3.241083466
870	3.239886649
871	3.238177869
872	3.237163064
873	3.236447889
874	3.236024038
875	3.2348564
876	3.233223647
877	3.232599338
878	3.231474523
879	3.228862551
880	3.227671991
881	3.225012253
882	3.223741715
883	3.222313797
884	3.220769068
885	3.21875643
886	3.216531154
887	3.216138782
888	3.214525302
889	3.214127532
890	3.21212933
891	3.209887322
892	3.208856738
893	3.207928932
894	3.205034887
895	3.200487861
896	3.19866644
897	3.197540826
898	3.19580053
899	3.19511224
900	3.193867367
901	3.192555426
902	3.189057682
903	3.188607295
904	3.188542533
905	3.186865532
906	3.186641768
907	3.185388962
908	3.184566878
909	3.18449046
910	3.183560887
911	3.181047899
912	3.178828316
913	3.178774612
914	3.175689506
915	3.173798733
916	3.171536115
917	3.171298741
918	3.17064354
919	3.169282454
920	3.168137138
921	3.166157193
922	3.164983358
923	3.164100436
924	3.162176629
925	3.161259584
926	3.160017061
927	3.159554253
928	3.15876345
929	3.157625412
930	3.156330658
931	3.15424563
932	3.153547372
933	3.153152147
934	3.153064279
935	3.151606793
936	3.149185215
937	3.146181926
938	3.145660873
939	3.14442093
940	3.143534685
941	3.142532698
942	3.142491701
943	3.141806604
944	3.140171004
945	3.138245661
946	3.136696159
947	3.134443167
948	3.133122047
949	3.132619016
950	3.132594602
951	3.13229492
952	3.131984283
953	3.131481765
954	3.130746394
955	3.12903144
956	3.127605872
957	3.126295531
958	3.12498826
959	3.123098926
960	3.122596163
961	3.121258994
962	3.120517839
963	3.119494813
964	3.118966286
965	3.118907334
966	3.115599596
967	3.115187989
968	3.113948013
969	3.112296984
970	3.109875863
971	3.109508319
972	3.107354586
973	3.106543712
974	3.104922663
975	3.104618433
976	3.104104324
977	3.103400249
978	3.102989631
979	3.100461385
980	3.100260232
981	3.100120067
982	3.098900726
983	3.098587618
984	3.097091671
985	3.096539182
986	3.093770842
987	3.091672314
988	3.089600944
989	3.086896343
990	3.084915326
991	3.084596053
992	3.083209172
993	3.080735628
994	3.079597241
995	3.077307771
996	3.075186987
997	3.074006649
998	3.071709264
999	3.071154196
